0.0	0.0
0.1698	0.1546
0.2233	0.2137
0.2748	0.2443
0.2882	0.2634
0.2882	0.2634
0.3092	0.2844
0.3092	0.2863
0.3111	0.2863
0.3187	0.2882
0.3225	0.2977
0.3244	0.2996
0.3244	0.2996
0.3263	0.3015
0.3263	0.3015
0.3359	0.3092
0.3397	0.313
0.3416	0.313
0.3416	0.313
0.3416	0.3149
0.3416	0.3149
0.3416	0.3149
0.3416	0.3149
0.3416	0.3149
0.3435	0.3149
0.3435	0.3149
0.3454	0.3149
0.3531	0.3244
0.355	0.3244
0.3569	0.3244
0.3588	0.3244
0.3626	0.3244
0.3645	0.3244
0.3645	0.3244
0.3664	0.3244
0.3664	0.3244
0.3664	0.3244
0.3664	0.3244
0.3664	0.3244
0.3664	0.3244
0.3664	0.3244
0.3664	0.3244
0.3664	0.3244
0.3664	0.3244
0.3664	0.3244
0.3664	0.3244
0.3664	0.3244
0.3664	0.3244
0.3664	0.3244
0.3664	0.3244
0.3664	0.3244
1.0	1.0
