0.0	0.0
0.0725	0.0992
0.1031	0.1336
0.1336	0.1679
0.1584	0.2042
0.1603	0.208
0.25	0.3168
0.2519	0.3359
0.2519	0.3378
0.3168	0.4141
0.3702	0.4523
0.3836	0.4561
0.3855	0.4561
0.3874	0.4561
0.3874	0.4561
0.4561	0.5095
0.4771	0.5267
0.4885	0.5267
0.4885	0.5267
0.4885	0.5267
0.4905	0.5286
0.4905	0.5286
0.4905	0.5286
0.4905	0.5286
0.4905	0.5286
0.4905	0.5286
0.4981	0.5382
0.5057	0.5553
0.5115	0.5592
0.5172	0.5611
0.5172	0.5649
0.5191	0.5649
0.5248	0.5687
0.5286	0.5687
0.5324	0.5706
0.5324	0.5706
0.5324	0.5706
0.5324	0.5725
0.5344	0.5725
0.5382	0.5725
0.5382	0.5725
0.5382	0.5725
0.5382	0.5725
0.5382	0.5744
0.5382	0.5744
0.5382	0.5763
0.5382	0.5782
0.5382	0.5782
0.5382	0.5782
0.5382	0.5802
0.5382	0.5802
1.0	1.0
