0.0	0.0
0.0114	0.0095
0.0133	0.0113
0.0133	0.0113
0.0152	0.0132
0.0152	0.017
0.019	0.017
0.019	0.017
0.019	0.017
0.0343	0.0246
0.0419	0.0359
0.0438	0.0359
0.0457	0.0378
0.0476	0.0397
0.0476	0.0397
0.059	0.0548
0.0705	0.0643
0.08	0.0775
0.0876	0.087
0.0933	0.0907
0.0971	0.0907
0.099	0.0964
0.101	0.0964
0.101	0.0983
0.101	0.0983
0.1029	0.0983
0.1219	0.121
0.259	0.2231
0.3257	0.293
0.3714	0.3384
0.3924	0.3686
0.4267	0.4026
0.4476	0.4253
0.4819	0.4405
0.5048	0.4612
0.5181	0.4707
0.5314	0.482
0.5505	0.5066
0.5619	0.5274
0.5771	0.535
0.5924	0.5444
0.6	0.5539
0.6095	0.5633
0.6229	0.5709
0.6267	0.5766
0.6286	0.5841
0.6419	0.5841
0.6457	0.5898
0.6552	0.603
0.659	0.6125
0.6629	0.6163
1.0	1.0
