0.0	0.0
0.0286	0.0592
0.0439	0.1813
0.0878	0.2996
0.1221	0.4046
0.1221	0.4084
0.2443	0.6126
0.2519	0.6221
0.2519	0.624
0.4637	0.6985
0.5515	0.7176
0.5649	0.7233
0.5649	0.7271
0.5706	0.729
0.5725	0.729
0.7233	0.7519
0.7481	0.7653
0.7595	0.771
0.7634	0.7767
0.7653	0.7805
0.7691	0.7824
0.771	0.7844
0.7748	0.7863
0.7748	0.7863
0.7767	0.7863
0.7786	0.7863
0.7844	0.792
0.8149	0.8168
0.8282	0.8263
0.8378	0.8302
0.8531	0.8397
0.8607	0.8454
0.8645	0.8531
0.8664	0.8569
0.8664	0.8626
0.8683	0.8645
0.8702	0.8645
0.8721	0.8664
0.876	0.8683
0.8779	0.8721
0.8779	0.874
0.8779	0.874
0.8779	0.874
0.8779	0.874
0.8779	0.874
0.8798	0.874
0.8817	0.876
0.8855	0.876
0.8855	0.8779
0.8855	0.8779
0.8874	0.8779
1.0	1.0
