0.0	0.0
0.0362	0.0227
0.0495	0.0416
0.0667	0.0643
0.0819	0.0756
0.0914	0.0794
0.1352	0.1267
0.1429	0.1399
0.1448	0.1418
0.1886	0.1966
0.2571	0.2628
0.2724	0.2722
0.2762	0.276
0.28	0.2817
0.2838	0.2873
0.4838	0.4688
0.5562	0.5577
0.6171	0.5974
0.6381	0.6238
0.6495	0.6408
0.6571	0.6522
0.659	0.6578
0.659	0.6635
0.6667	0.6711
0.6705	0.6711
0.6705	0.673
0.6952	0.6994
0.7505	0.7524
0.76	0.758
0.7619	0.7637
0.7657	0.7694
0.7714	0.7694
0.7752	0.7713
0.7771	0.775
0.7771	0.775
0.7771	0.7769
0.779	0.7769
0.779	0.7807
0.779	0.7826
0.781	0.7826
0.781	0.7826
0.781	0.7845
0.781	0.7864
0.781	0.7864
0.781	0.7864
0.781	0.7864
0.781	0.7864
0.781	0.7864
0.781	0.7864
0.781	0.7864
0.781	0.7864
1.0	1.0
