0.0	0.0
0.0248	0.0321
0.0286	0.0473
0.04	0.0643
0.059	0.1115
0.0629	0.1172
0.0819	0.2779
0.101	0.3062
0.101	0.3195
0.1257	0.4253
0.2038	0.5577
0.2552	0.603
0.2876	0.6276
0.3067	0.6389
0.3105	0.6408
0.4019	0.7259
0.499	0.758
0.5467	0.7864
0.581	0.7958
0.6057	0.811
0.6248	0.8185
0.6476	0.8204
0.6667	0.8223
0.6724	0.8223
0.6781	0.8223
0.6781	0.8223
0.68	0.8318
0.7181	0.8488
0.7448	0.8544
0.7657	0.862
0.7752	0.862
0.7848	0.8658
0.7905	0.8658
0.7943	0.8677
0.7981	0.8677
0.8	0.8677
0.8019	0.8677
0.8038	0.8696
0.8038	0.8696
0.8152	0.8715
0.8171	0.8715
0.819	0.8715
0.8229	0.8715
0.8229	0.8715
0.8229	0.8733
0.8248	0.8733
0.8267	0.8733
0.8267	0.8733
0.8267	0.8733
0.8286	0.8733
0.8286	0.8733
1.0	1.0
